0,1,2
C1882001003,"Cardioverter-defibrillator, other than single or dual chamber (implantable)","Aicd, other than sing/dual  5"
C1883001003,"Adapter/extension, pacing lead or neurostimulator lead (implantable)","Adapt/ext, pacing/neuro lead5"
C1884001003,Embolization protective system,Embolization protect syst   5
C1885001003,"Catheter, transluminal angioplasty, laser","Cath, translumin angio laser5"
C1886001003,"Catheter, extravascular tissue ablation, any modality (insertable)","Catheter, ablation          5"
C1887001003,"Catheter, guiding (may include infusion/perfusion capability)","Catheter, guiding           5"
C1888001003,"Catheter, ablation, non-cardiac, endovascular (implantable)",Endovas non-cardiac abl cath5
C1889001003,"Implantable/insertable device, not otherwise classified","Implant/insert device, noc  5"
C1890001003,No implantable/insertable device used with device-intensive procedures,No device w/dev-intensive px5
C1891001003,"Infusion pump, non-programmable, permanent (implantable)","Infusion pump,non-prog, perm5"
C1892001003,"Introducer/sheath, guiding, intracardiac electrophysiological, fixed-curve,","Intro/sheath,fixed,peel-away5"
C1893001003,"Introducer/sheath, guiding, intracardiac electrophysiological, fixed-curve,","Intro/sheath, fixed,non-peel5"
C1894001003,"Introducer/sheath, other than guiding, other than intracardiac","Intro/sheath, non-laser     5"
C1895001003,"Lead, cardioverter-defibrillator, endocardial dual coil (implantable)","Lead, aicd, endo dual coil  5"
C1896001003,"Lead, cardioverter-defibrillator, other than endocardial single or dual coil","Lead, aicd, non sing/dual   5"
C1897001003,"Lead, neurostimulator test kit (implantable)","Lead, neurostim test kit    5"
C1898001003,"Lead, pacemaker, other than transvenous vdd single pass","Lead, pmkr, other than trans5"
C1899001003,"Lead, pacemaker/cardioverter-defibrillator combination (implantable)","Lead, pmkr/aicd combination 5"
C1900001003,"Lead, left ventricular coronary venous system","Lead, coronary venous       5"
C1982001003,"Catheter, pressure-generating, (e.g., one-way valve, intermittently occlusive)","Cath, pressure,valve-occlu  5"
C2596001003,"Probe, image-guided, robotic, waterjet ablation","Probe, robotic, water-jet   5"
C2613001003,Lung biopsy plug with delivery system,Lung bx plug w/del sys      5
C2614001003,"Probe, percutaneous lumbar discectomy","Probe, perc lumb disc       5"
C2615001003,"Sealant, pulmonary, liquid","Sealant, pulmonary, liquid  5"
C2616001003,"Brachytherapy source, non-stranded, yttrium-90, per source","Brachytx, non-str,yttrium-905"
C2617001003,"Stent, non-coronary, temporary, without delivery system","Stent, non-cor, tem w/o del 5"
C2618001003,"Probe/needle, cryoablation","Probe/needle, cryo          5"
C2619001003,"Pacemaker, dual chamber, non rate-responsive (implantable)","Pmkr, dual, non rate-resp   5"
C2620001003,"Pacemaker, single chamber, non rate-responsive (implantable)","Pmkr, single, non rate-resp 5"
C2621001003,"Pacemaker, other than single or dual chamber (implantable)","Pmkr, other than sing/dual  5"
C2622001003,"Prosthesis, penile, non-inflatable","Prosthesis, penile, non-inf 5"
C2623001003,"Catheter, transluminal angioplasty, drug-coated, non-laser","Cath, translumin, drug-coat 5"
C2624001003,"Implantable wireless pulmonary artery pressure sensor with delivery catheter,",Wireless pressure sensor    5
C2625001003,"Stent, non-coronary, temporary, with delivery system","Stent, non-cor, tem w/del sy5"
C2626001003,"Infusion pump, non-programmable, temporary (implantable)","Infusion pump, non-prog,temp5"
C2627001003,"Catheter, suprapubic/cystoscopic","Cath, suprapubic/cystoscopic5"
C2628001003,"Catheter, occlusion","Catheter, occlusion         5"
C2629001003,"Introducer/sheath, other than guiding, other than intracardiac","Intro/sheath, laser         5"
C2630001003,"Catheter, electrophysiology, diagnostic/ablation, other than 3d or vector","Cath, ep, cool-tip          5"
C2631001003,"Repair device, urinary, incontinence, without sling graft","Rep dev, urinary, w/o sling 5"
C2634001003,"Brachytherapy source, non-stranded, high activity, iodine-125, greater than","Brachytx, non-str, ha, i-1255"
C2635001003,"Brachytherapy source, non-stranded, high activity, palladium-103, greater than","Brachytx, non-str, ha, p-1035"
C2636001003,"Brachytherapy linear source, non-stranded, palladium-103, per 1 mm","Brachy linear, non-str,p-1035"
C2637001003,"Brachytherapy source, non-stranded, ytterbium-169, per source","Brachy,non-str,ytterbium-1695"
C2638001003,"Brachytherapy source, stranded, iodine-125, per source","Brachytx, stranded, i-125   5"
C2639001003,"Brachytherapy source, non-stranded, iodine-125, per source","Brachytx, non-stranded,i-1255"
C2640001003,"Brachytherapy source, stranded, palladium-103, per source","Brachytx, stranded, p-103   5"
C2641001003,"Brachytherapy source, non-stranded, palladium-103, per source","Brachytx, non-stranded,p-1035"
C2642001003,"Brachytherapy source, stranded, cesium-131, per source","Brachytx, stranded, c-131   5"
C2643001003,"Brachytherapy source, non-stranded, cesium-131, per source","Brachytx, non-stranded,c-1315"
C2644001003,"Brachytherapy source, cesium-131 chloride solution, per millicurie",Brachytx cesium-131 chloride5
C2645001003,"Brachytherapy planar source, palladium-103, per square millimeter","Brachytx planar, p-103      5"
C2698001003,"Brachytherapy source, stranded, not otherwise specified, per source","Brachytx, stranded, nos     5"
C2699001003,"Brachytherapy source, non-stranded, not otherwise specified, per source","Brachytx, non-stranded, nos 5"
C5271001003,"Application of low cost skin substitute graft to trunk, arms, legs, total wound",Low cost skin substitute app5
C5272001003,"Application of low cost skin substitute graft to trunk, arms, legs, total wound",Low cost skin substitute app5
C5273001003,"Application of low cost skin substitute graft to trunk, arms, legs, total wound",Low cost skin substitute app5
C5274001003,"Application of low cost skin substitute graft to trunk, arms, legs, total wound",Low cost skin substitute app5
C5275001003,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth,",Low cost skin substitute app5
C5276001003,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth,",Low cost skin substitute app5
C5277001003,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth,",Low cost skin substitute app5
C5278001003,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth,",Low cost skin substitute app5
C7500001003,"Debridement, bone including epidermis, dermis, subcutaneous tissue, muscle",Deb bone 20 cm2 w/drug dev  1
C7501001003,"Percutaneous breast biopsies using stereotactic guidance, with placement of",Perc bx breast lesions stero1
C7502001003,"Percutaneous breast biopsies using magnetic resonance guidance, with placement",Perc bx breast lesions mr   1
C7503001003,Open biopsy or excision of deep cervical node(s) with intraoperative,Open exc cerv node(s) w/ id 1
C7504001003,"Percutaneous vertebroplasties (bone biopsies included when performed), first",Perq cvt&ls inj vert bodies 1
C7505001003,"Percutaneous vertebroplasties (bone biopsies included when performed), first",Perq ls&cvt inj vert bodies 1
C7506001003,"Arthrodesis, interphalangeal joints, with or without internal fixation",Fusion of finger joints     1
C7507001003,"Percutaneous vertebral augmentations, first thoracic and any additional",Perq thor&lumb vert aug     1
C7508001003,"Percutaneous vertebral augmentations, first lumbar and any additional thoracic",Perq lumb&thor vert aug     1
C7509001003,"Bronchoscopy, rigid or flexible, diagnostic with cell washing(s) when",Dx bronch w/ navigation     1
C7510001003,"Bronchoscopy, rigid or flexible, with bronchial alveolar lavage(s), with",Bronch/lavag w/ navigation  1
C7511001003,"Bronchoscopy, rigid or flexible, with single or multiple bronchial or",Bronch/bpsy(s) w/ navigation1
C7512001003,"Bronchoscopy, rigid or flexible, with single or multiple bronchial or",Bronch/bpsy(s) w/ ebus      1
C7513001003,"Dialysis circuit, introduction of needle(s) and/or catheter(s), with diagnostic",Cath/angio dialcir w/aplasty1
C7514001003,"Dialysis circuit, introduction of needle(s) and/or catheter(s), with diagnostic",Cath/angio dial cir w/stents1
C7515001003,"Dialysis circuit, introduction of needle(s) and/or catheter(s), with diagnostic",Cath/angio dial cir w/embol 1
C7516001003,"Catheter placement in coronary artery(s) for coronary angiography, including",Cor angio w/ ivus or oct    1
C7517001003,"Catheter placement in coronary artery(s) for coronary angiography, including",Cor angio w/ilic/fem angio  1
C7518001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",Cor/gft angio w/ ivus or oct1
C7519001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",Cor/gft angio w/ flow resrv 1
C7520001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",Cor/gft angio w/ilic/fem ang1
C7521001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",R hrt angio w/ ivus or oct  1
C7522001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",R hrt angio w/flow resrv    1
C7523001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",L hrt angio w/ ivus or oct  1
C7524001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",L hrt angio w/flow resrv    1
C7525001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",L hrt gft ang w/ ivus or oct1
C7526001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",L hrt gft ang w/flow resrv  1
C7527001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",R&l hrt angio w/ ivus or oct1
C7528001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",R&l hrt angio w/flow resrv  1
C7529001003,"Catheter placement in coronary artery(ies) for coronary angiography, including",R&l hrt gft ang w/flow resrv1
C7530001003,"Dialysis circuit, introduction of needle(s) and/or catheter(s), with diagnostic",Cath/aplasty dial cir w/stnt1
C7531001003,"Revascularization, endovascular, open or percutaneous, femoral, popliteal",Angio fem/pop w/ us         1
C7532001003,Transluminal balloon angioplasty (except lower extremity artery(ies) for,Angio w/ us non-coronary    1
C7533001003,"Percutaneous transluminal coronary angioplasty, single major coronary artery or",Ptca w/ plcmt brachytx dev  1
C7534001003,"Revascularization, endovascular, open or percutaneous, femoral, popliteal",Fem/pop revasc w/arthr & us 1
C7535001003,"Revascularization, endovascular, open or percutaneous, femoral, popliteal",Fem/pop revasc w/stent & us 1
C7537001003,Insertion of new or replacement of permanent pacemaker with atrial transvenous,Insrt atril pm w/l vent lead1
C7538001003,Insertion of new or replacement of permanent pacemaker with ventricular,Insrt vent pm w/l vent lead 1
C7539001003,Insertion of new or replacement of permanent pacemaker with atrial and,Insrt a & v pm w/l vent lead1
C7540001003,Removal of permanent pacemaker pulse generator with replacement of pacemaker,Rmv&rplc pm dul w/l vnt lead1
C7541001003,"Diagnostic endoscopic retrograde cholangiopancreatography (ercp), including",Ercp w/ pancreatoscopy      1
C7542001003,"Endoscopic retrograde cholangiopancreatography (ercp) with biopsy, single or",Ercp w/bx & pancreatoscopy  1
C7543001003,Endoscopic retrograde cholangiopancreatography (ercp) with,"Ercp w/otomy, pancreatoscopy1"
C7544001003,Endoscopic retrograde cholangiopancreatography (ercp) with removal of,Ercp rmv calc pancreatoscopy1
C7545001003,"Percutaneous exchange of biliary drainage catheter (eg, external,",Exch bil cath w/ rmv calculi1
C7546001003,"Removal and replacement of externally accessible nephroureteral catheter (eg,",Rep nph/urt cath w/dil stric1
C7547001003,"Convert nephrostomy catheter to nephroureteral catheter, percutaneous via",Cnvrt neph cath w/ dil stric1
C7548001003,"Exchange nephrostomy catheter, percutaneous, with ureteral stricture balloon",Exch neph cath w/ dil stric 1
C7549001003,Change of ureterostomy tube or externally accessible ureteral stent via ileal,Chge urtr stent w/ dil stric1
C7550001003,"Cystourethroscopy, with biopsy(ies) with adjunctive blue light cystoscopy with",Cysto w/ bx(s) w/ blue light1
C7551001003,"Excision of major peripheral nerve neuroma, except sciatic, with implantation",Exc neuroma w/ implnt nv end1
C7552001003,"Catheter placement in coronary artery(s) for coronary angiography, including",R hrt art/grft ang hrt flow 1
C7553001003,"Catheter placement in coronary artery(s) for coronary angiography, including",R&i hrt art/vent ang drg ad 1
C7554001003,Cystourethroscopy with adjunctive blue light cystoscopy with fluorescent,Cystureth blu li cyst fl img1
C7555001003,"Thyroidectomy, total or complete with parathyroid autotransplantation",Rmvl thyrd w/autotran parath1
C7556001003,"Bronchoscopy, rigid or flexible, with bronchial alveolar lavage and",Bronch lavage w/ebus        9
C7557001003,"Catheter placement in coronary artery(s) for coronary angiography, including",Cor angio/vent w/ffr        9
C7558001003,"Catheter placement in coronary artery(s) for coronary angiography, including",Cor angio/vent w/drug admin 9
C7560001003,Endoscopic retrograde cholangiopancreatography (ercp) with removal of foreign,Ercp remove forgn body&endo 9
C7562001003,"Catheter placement in coronary artery(s) for coronary angiography, including",R&l hrt angio w/ffr & 3d map9
C7563001003,Transluminal balloon angioplasty (except lower extremity artery(ies) for,Trluml ballo angiop all art 9
C7564001003,"Percutaneous transluminal mechanical thrombectomy, vein(s), including",Vein mech throm w/intrvas us9
C7565001003,"Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral,",Rpr aa hrn < 3 rdc w/ rmvl  9
C7900001003,"Service for diagnosis, evaluation, or treatment of a mental health  or","Hopd mntl hlt, 15-29 min    0"
