icd10_code,parent_title,definition
H335,Retinal detachments and breaks,
H34,Retinal vascular occlusions,
H340,Retinal vascular occlusions,
H341,Retinal vascular occlusions,
H342,Retinal vascular occlusions,
H348,Retinal vascular occlusions,
H349,Retinal vascular occlusions,
H35,Other retinal disorders,
H350,Other retinal disorders,
H351,Other retinal disorders,
H352,Other retinal disorders,
H353,Other retinal disorders,
H354,Other retinal disorders,
H355,Other retinal disorders,
H356,Other retinal disorders,
H357,Other retinal disorders,
H358,Other retinal disorders,
H359,Other retinal disorders,
H36,Retinal disorders in diseases classified elsewhere,
H360,Retinal disorders in diseases classified elsewhere,
H368,Retinal disorders in diseases classified elsewhere,
H40,Glaucoma,
H400,Glaucoma,
H401,Glaucoma,
H402,Glaucoma,
H403,Glaucoma,
H404,Glaucoma,
H405,Glaucoma,
H406,Glaucoma,
H408,Glaucoma,
H409,Glaucoma,
H42,Glaucoma in diseases classified elsewhere,
H420,Glaucoma in diseases classified elsewhere,
H428,Glaucoma in diseases classified elsewhere,
H43,Disorders of vitreous body,
H430,Disorders of vitreous body,
H431,Disorders of vitreous body,
H432,Disorders of vitreous body,
H433,Disorders of vitreous body,
H438,Disorders of vitreous body,
H439,Disorders of vitreous body,
H44,Disorders of globe,
H440,Disorders of globe,
H441,Disorders of globe,
H442,Disorders of globe,
H443,Disorders of globe,
H444,Disorders of globe,
H445,Disorders of globe,
H446,Disorders of globe,
H447,Disorders of globe,
H448,Disorders of globe,
H449,Disorders of globe,
H45,Disorders of vitreous body and globe in diseases classified elsewhere,
H450,Disorders of vitreous body and globe in diseases classified elsewhere,
H451,Disorders of vitreous body and globe in diseases classified elsewhere,
H458,Disorders of vitreous body and globe in diseases classified elsewhere,
H46,Optic neuritis,
H47,Other disorders of optic [2nd] nerve and visual pathways,
H470,Other disorders of optic [2nd] nerve and visual pathways,
H471,Other disorders of optic [2nd] nerve and visual pathways,
H472,Other disorders of optic [2nd] nerve and visual pathways,
H473,Other disorders of optic [2nd] nerve and visual pathways,
H474,Other disorders of optic [2nd] nerve and visual pathways,
H475,Other disorders of optic [2nd] nerve and visual pathways,
H476,Other disorders of optic [2nd] nerve and visual pathways,
H477,Other disorders of optic [2nd] nerve and visual pathways,
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,
H480,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,
H481,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,
H488,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,
H49,Paralytic strabismus,
H490,Paralytic strabismus,
H491,Paralytic strabismus,
H492,Paralytic strabismus,
H493,Paralytic strabismus,
H494,Paralytic strabismus,
H498,Paralytic strabismus,
H499,Paralytic strabismus,
H50,Other strabismus,
H500,Other strabismus,
H501,Other strabismus,
H502,Other strabismus,
H503,Other strabismus,
H504,Other strabismus,
H505,Other strabismus,
H506,Other strabismus,
H508,Other strabismus,
H509,Other strabismus,
H51,Other disorders of binocular movement,
H510,Other disorders of binocular movement,
H511,Other disorders of binocular movement,
H512,Other disorders of binocular movement,
H518,Other disorders of binocular movement,
H519,Other disorders of binocular movement,
H52,Disorders of refraction and accommodation,
H520,Disorders of refraction and accommodation,
H521,Disorders of refraction and accommodation,
H522,Disorders of refraction and accommodation,
H523,Disorders of refraction and accommodation,
H524,Disorders of refraction and accommodation,
H525,Disorders of refraction and accommodation,
H526,Disorders of refraction and accommodation,
H527,Disorders of refraction and accommodation,
H53,Visual disturbances,
H530,Visual disturbances,
H531,Visual disturbances,
H532,Visual disturbances,
H533,Visual disturbances,
H534,Visual disturbances,
H535,Visual disturbances,
H536,Visual disturbances,
H538,Visual disturbances,
H539,Visual disturbances,
H54,Visual impairment including blindness (binocular or monocular),
H540,Visual impairment including blindness (binocular or monocular),
H541,Visual impairment including blindness (binocular or monocular),
H542,Visual impairment including blindness (binocular or monocular),
H543,Visual impairment including blindness (binocular or monocular),
H544,Visual impairment including blindness (binocular or monocular),
H545,Visual impairment including blindness (binocular or monocular),
H546,Visual impairment including blindness (binocular or monocular),
H549,Visual impairment including blindness (binocular or monocular),
H55,Nystagmus and other irregular eye movements,
H57,Other disorders of eye and adnexa,
H570,Other disorders of eye and adnexa,
H571,Other disorders of eye and adnexa,
H578,Other disorders of eye and adnexa,
H579,Other disorders of eye and adnexa,
H58,Other disorders of eye and adnexa in diseases classified elsewhere,
H580,Other disorders of eye and adnexa in diseases classified elsewhere,
H581,Other disorders of eye and adnexa in diseases classified elsewhere,
H588,Other disorders of eye and adnexa in diseases classified elsewhere,
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",
H590,"Postprocedural disorders of eye and adnexa, not elsewhere classified",
H598,"Postprocedural disorders of eye and adnexa, not elsewhere classified",
H599,"Postprocedural disorders of eye and adnexa, not elsewhere classified",
H60,Otitis externa,
H600,Otitis externa,
H601,Otitis externa,
H602,Otitis externa,
H603,Otitis externa,
H604,Otitis externa,
H605,Otitis externa,
H608,Otitis externa,
H609,Otitis externa,
H61,Other disorders of external ear,
H610,Other disorders of external ear,
H611,Other disorders of external ear,
H612,Other disorders of external ear,
H613,Other disorders of external ear,
H618,Other disorders of external ear,
H619,Other disorders of external ear,
H62,Disorders of external ear in diseases classified elsewhere,
H620,Disorders of external ear in diseases classified elsewhere,
H621,Disorders of external ear in diseases classified elsewhere,
H622,Disorders of external ear in diseases classified elsewhere,
H623,Disorders of external ear in diseases classified elsewhere,
H624,Disorders of external ear in diseases classified elsewhere,
H628,Disorders of external ear in diseases classified elsewhere,
H65,Nonsuppurative otitis media,
H650,Nonsuppurative otitis media,
H651,Nonsuppurative otitis media,
H652,Nonsuppurative otitis media,
H653,Nonsuppurative otitis media,
H654,Nonsuppurative otitis media,
H659,Nonsuppurative otitis media,
H66,Suppurative and unspecified otitis media,
H660,Suppurative and unspecified otitis media,
H661,Suppurative and unspecified otitis media,
H662,Suppurative and unspecified otitis media,
H663,Suppurative and unspecified otitis media,
H664,Suppurative and unspecified otitis media,
H669,Suppurative and unspecified otitis media,
H67,Otitis media in diseases classified elsewhere,
H670,Otitis media in diseases classified elsewhere,
H671,Otitis media in diseases classified elsewhere,
H678,Otitis media in diseases classified elsewhere,
H68,Eustachian salpingitis and obstruction,
H680,Eustachian salpingitis and obstruction,
H681,Eustachian salpingitis and obstruction,
H69,Other disorders of Eustachian tube,
H690,Other disorders of Eustachian tube,
H698,Other disorders of Eustachian tube,
H699,Other disorders of Eustachian tube,
H70,Mastoiditis and related conditions,
H700,Mastoiditis and related conditions,
H701,Mastoiditis and related conditions,
H702,Mastoiditis and related conditions,
H708,Mastoiditis and related conditions,
H709,Mastoiditis and related conditions,
H71,Cholesteatoma of middle ear,
H72,Perforation of tympanic membrane,
H720,Perforation of tympanic membrane,
H721,Perforation of tympanic membrane,
H722,Perforation of tympanic membrane,
H728,Perforation of tympanic membrane,
H729,Perforation of tympanic membrane,
H73,Other disorders of tympanic membrane,
H730,Other disorders of tympanic membrane,
H731,Other disorders of tympanic membrane,
H738,Other disorders of tympanic membrane,
H739,Other disorders of tympanic membrane,
H74,Other disorders of middle ear and mastoid,
H740,Other disorders of middle ear and mastoid,
H741,Other disorders of middle ear and mastoid,
H742,Other disorders of middle ear and mastoid,
H743,Other disorders of middle ear and mastoid,
H744,Other disorders of middle ear and mastoid,
H748,Other disorders of middle ear and mastoid,
H749,Other disorders of middle ear and mastoid,
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,
H750,Other disorders of middle ear and mastoid in diseases classified elsewhere,
H758,Other disorders of middle ear and mastoid in diseases classified elsewhere,
H80,Otosclerosis,
H800,Otosclerosis,
H801,Otosclerosis,
H802,Otosclerosis,
H808,Otosclerosis,
H809,Otosclerosis,
H81,Disorders of vestibular function,
H810,Disorders of vestibular function,
H811,Disorders of vestibular function,
H812,Disorders of vestibular function,
H813,Disorders of vestibular function,
H814,Disorders of vestibular function,
H818,Disorders of vestibular function,
H819,Disorders of vestibular function,
H82,Vertiginous syndromes in diseases classified elsewhere,
H83,Other diseases of inner ear,
H830,Other diseases of inner ear,
H831,Other diseases of inner ear,
H832,Other diseases of inner ear,
H833,Other diseases of inner ear,
H838,Other diseases of inner ear,
H839,Other diseases of inner ear,
H90,Conductive and sensorineural hearing loss,
H900,Conductive and sensorineural hearing loss,
H901,Conductive and sensorineural hearing loss,
H902,Conductive and sensorineural hearing loss,
H903,Conductive and sensorineural hearing loss,
H904,Conductive and sensorineural hearing loss,
H905,Conductive and sensorineural hearing loss,
H906,Conductive and sensorineural hearing loss,
H907,Conductive and sensorineural hearing loss,
H908,Conductive and sensorineural hearing loss,
H91,Other hearing loss,
H910,Other hearing loss,
H911,Other hearing loss,
H912,Other hearing loss,
H913,Other hearing loss,
H918,Other hearing loss,
H919,Other hearing loss,
H92,Otalgia and effusion of ear,
H920,Otalgia and effusion of ear,
H921,Otalgia and effusion of ear,
H922,Otalgia and effusion of ear,
H93,"Other disorders of ear, not elsewhere classified",
H930,"Other disorders of ear, not elsewhere classified",
H931,"Other disorders of ear, not elsewhere classified",
H932,"Other disorders of ear, not elsewhere classified",
H933,"Other disorders of ear, not elsewhere classified",
H938,"Other disorders of ear, not elsewhere classified",
H939,"Other disorders of ear, not elsewhere classified",
H94,Other disorders of ear in diseases classified elsewhere,
H940,Other disorders of ear in diseases classified elsewhere,
H948,Other disorders of ear in diseases classified elsewhere,
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",
H950,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",
H951,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",
H958,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",
H959,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",
I00,Rheumatic fever without mention of heart involvement,
I01,Rheumatic fever with heart involvement,
I010,Rheumatic fever with heart involvement,
I011,Rheumatic fever with heart involvement,
I012,Rheumatic fever with heart involvement,
I018,Rheumatic fever with heart involvement,
